0.01,0.0,0.0,0.4,0.0,0.0,0.0
0.02,0.004,0.0,0.4,0.0,0.0,0.0
0.03,0.008,0.0,0.4,0.0,0.0,0.0
0.04,0.012,0.0,0.4,0.0,0.0,0.0
0.05,0.016,0.0,0.4,0.0,0.0,0.0
0.06,0.02,0.0,0.4,0.0,0.0,0.0
0.07,0.024,0.0,0.4,0.0,0.0,0.0
0.08,0.028,0.0,0.4,0.0,0.0,0.0
0.09,0.032,0.0,0.4,0.0,0.0,0.0
0.1,0.036,0.0,0.4,0.0,0.0,0.0
0.11,0.04,0.0,0.4,0.0,0.0,0.0
0.12,0.044,0.0,0.4,0.0,0.0,0.0
0.13,0.048,0.0,0.4,0.0,0.0,0.0
0.14,0.052,0.0,0.4,0.0,0.0,0.0
0.15,0.056,0.0,0.4,0.0,0.0,0.0
0.16,0.06,0.0,0.4,0.0,0.0,0.0
0.17,0.064,0.0,0.4,0.0,0.0,0.0
0.18,0.068,0.0,0.4,0.0,0.0,0.0
0.19,0.072,0.0,0.4,0.0,0.0,0.0
0.2,0.076,0.0,0.4,0.0,0.0,0.0
0.21,0.08,0.0,0.4,0.0,0.0,0.0
0.22,0.084,0.0,0.4,0.0,0.0,0.0
0.23,0.088,0.0,0.4,0.0,0.0,0.0
0.24,0.092,0.0,0.4,0.0,0.0,0.0
0.25,0.096,0.0,0.4,0.0,0.0,0.0
0.26,0.1,0.0,0.4,0.0,0.0,0.0
0.27,0.104,0.0,0.4,0.0,0.0,0.0
0.28,0.108,0.0,0.4,0.0,0.0,0.0
0.29,0.112,0.0,0.4,0.0,0.0,0.0
0.3,0.116,0.0,0.4,0.0,0.0,0.0
0.31,0.12,0.0,0.4,0.0,0.0,0.0
0.32,0.124,0.0,0.4,0.0,0.0,0.0
0.33,0.128,0.0,0.4,0.0,0.0,0.0
0.34,0.132,0.0,0.4,0.0,0.0,0.0
0.35,0.136,0.0,0.4,0.0,0.0,0.0
0.36,0.14,0.0,0.4,0.0,0.0,0.0
0.37,0.144,0.0,0.4,0.0,0.0,0.0
0.38,0.148,0.0,0.4,0.0,0.0,0.0
0.39,0.152,0.0,0.4,0.0,0.0,0.0
0.4,0.156,0.0,0.4,0.0,0.0,0.0
0.41,0.16,0.0,0.4,0.0,0.0,0.0
0.42,0.164,0.0,0.4,0.0,0.0,0.0
0.43,0.168,0.0,0.4,0.0,0.0,0.0
0.44,0.172,0.0,0.4,0.0,0.0,0.0
0.45,0.176,0.0,0.4,0.0,0.0,0.0
0.46,0.18,0.0,0.4,0.0,0.0,0.0
0.47,0.184,0.0,0.4,0.0,0.0,0.0
0.48,0.188,0.0,0.4,0.0,0.0,0.0
0.49,0.192,0.0,0.4,0.0,0.0,0.0
0.5,0.196,0.0,0.4,0.0,0.0,0.0
0.51,0.2,0.0,0.4,0.0,0.0,0.0
0.52,0.204,0.0,0.4,0.0,0.0,0.0
0.53,0.208,0.0,0.4,0.0,0.0,0.0
0.54,0.212,0.0,0.4,0.0,0.0,0.0
0.55,0.216,0.0,0.4,0.0,0.0,0.0
0.56,0.22,0.0,0.4,0.0,0.0,0.0
